lsgd_id,lsgd_name,lsgd_type,district,elevation,slope,rainfall_7day_mm,event_year_x,dist_to_water_m,vegetation,builtup,fatalities,no_of_landslides,agri_crop_loss_ha,fully_damaged_houses,severely_damaged_houses,roads_damaged_km,bridges_damaged,severity_score,flood_risk_level,landslide_risk_level,flood_occurred,landslide_occurred,event_year_y
239,Moothedam,gram_panchayat,Malappuram,52.72495621964435,5.913977249336784,341.2,2018,9545.668046331804,0.9803938067584522,0.006589608234428658,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
240,Amarambalam,gram_panchayat,Malappuram,709.0287197375478,20.4258746209859,743.5,2018,10311.85520903513,0.9580677772105162,0.0030454253083539522,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
241,Chokkad,gram_panchayat,Malappuram,490.8222816040549,18.820619875144327,628.6,2018,13635.792544306256,0.9670981333125409,0.0025856531148212244,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
242,Wandoor,gram_panchayat,Malappuram,45.59309378792348,5.395282165882386,237.0,2018,7971.280850795672,0.9505103467243571,0.025445952976988054,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
243,Thiruvali,gram_panchayat,Malappuram,42.455028586501996,5.951269425891482,215.6,2018,5526.1853134513,0.9690163218845352,0.009989820438518414,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
244,Porur,gram_panchayat,Malappuram,58.54221239596511,6.119108756649145,314.3,2018,11505.020756640535,0.978318727710906,0.007713264870135807,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
245,Kalikavu,gram_panchayat,Malappuram,205.37268305517668,12.359693192406317,628.6,2018,15870.131634237832,0.9837210009593945,0.006719993144306731,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
246,Thuvoor,gram_panchayat,Malappuram,72.62001764780621,6.652922449863608,314.3,2018,18872.364609758217,0.98494212551642,0.007126379254584605,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
247,Karuvarakundu,gram_panchayat,Malappuram,303.51744100309645,15.901527906398414,531.4,2018,18932.99091603341,0.9753722318229339,0.006984488110393883,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
248,Urangattiri,gram_panchayat,Malappuram,253.80620699832102,15.590939112028211,279.8,2018,4927.97651169971,0.9606856895440856,0.004365346833802071,30.0,30.0,5275.4,500.0,3731.0,1231.0,18.0,0.2854561174246522,High,Critical,1.0,1.0,2018.0
