No,District,NRSC,GSI,New,Type_of_sl,Length,Width,Area,Building_I,Road_impac,Impact_Agr,LU_2010,LU_2018,Specific_r,Remarks,longitude,latitude,Reclass_Sl,RASTERVALU
724,Malappuram,N,N,Y,SS,76,20,1520.00000000000,0,N,N,FDN,FDN,,,76.40805200000,11.14600200000,4,24.38486099240
725,Malappuram,Y,N,N,DF,0,0,2898.76000000000,0,N,N,FDN,FDN,,,76.41445800000,11.14314200000,4,23.03110885620
726,Malappuram,Y,N,N,DF,0,0,10516.40000000000,0,N,N,FDN,FDN,,,76.40813700000,11.13278100000,6,33.82490921020
727,Malappuram,Y,N,N,DF,0,0,2898.76000000000,0,N,N,FDN,FDN,4,,76.40997900000,11.13352000000,8,41.61484527590
728,Malappuram,Y,N,N,DF,0,0,6545.24000000000,0,N,N,FDN,FDN,,,76.39985500000,11.12701500000,8,44.31708526610
729,Malappuram,Y,N,N,DF,0,0,17685.80000000000,0,N,N,FDN,FDN,,,76.40753900000,11.12299400000,4,20.90038108830
730,Malappuram,Y,N,N,DF,0,0,17685.80000000000,0,N,N,FDN,FDN,,,76.40435900000,11.12034600000,8,43.58245086670
731,Malappuram,Y,N,N,DF,0,0,1639.16000000000,0,N,N,FDN,FDN,,,76.38782300000,11.11192600000,5,27.99894332890
732,Malappuram,N,Y,N,SS,0,0,931.60900000000,0,N,FMP,FMP,FMP,,,76.11479200000,11.31310000000,2,14.55058574680
733,Malappuram,N,Y,N,SS,0,0,931.60900000000,0,N,FMP,FMP,FMP,,,76.11458600000,11.31389700000,5,25.27295684810
734,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12268300000,11.33040300000,1,8.71157169342
735,Malappuram,Y,Y,N,DF,0,0,14116.60000000000,0,N,FMP,FMP,FMP,,Quarry present nearby,76.08774400000,11.29636400000,4,22.71849632260
736,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12625600000,11.32667800000,1,9.92548847198
737,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12140600000,11.31757800000,4,21.09976959230
738,Malappuram,N,Y,N,DF,0,0,931.60900000000,0,N,FMP,FMP,FMP,,,76.11435800000,11.31415800000,4,22.56280136110
739,Malappuram,Y,Y,N,DF,0,0,527.79700000000,0,N,FMP,FMP,FMP,,,76.11497500000,11.26321400000,4,20.37987899780
740,Malappuram,Y,Y,N,DF,40,8,320.00000000000,0,N,FMP,FMP,FMP,,,76.13915800000,11.26308300000,4,20.46183204650
741,Malappuram,Y,Y,N,DF,50,8,400.00000000000,0,N,FMP,FMP,FMP,,,76.13920000000,11.26344700000,3,18.22372055050
742,Malappuram,N,Y,N,DF,0,0,9963.89000000000,0,N,FMP,FMP,FMP,,,76.35792500000,11.16921900000,5,29.41120910640
743,Malappuram,N,Y,N,DF,0,0,707.59300000000,0,N,FMP,FMP,FMP,1,,76.20253100000,11.35630300000,3,19.35727882390
744,Malappuram,N,Y,N,DF,0,0,707.59300000000,0,N,FMP,FMP,FMP,,,76.20211100000,11.35650000000,3,17.81324195860
745,Malappuram,Y,Y,N,DF,0,0,1938.28000000000,0,N,FMP,FMP,FMP,,,76.19281700000,11.36014200000,4,23.33576583860
746,Malappuram,N,Y,N,DF,0,0,1987.37000000000,0,N,FMP,FMP,FMP,,,76.09737800000,11.34544400000,4,24.71694946290
747,Malappuram,N,Y,N,DF,0,0,1987.37000000000,0,N,FMP,FMP,FMP,,,76.09553300000,11.34772800000,3,15.20870113370
748,Malappuram,N,Y,N,SS,0,0,1057.49000000000,0,N,FMP,FMP,FMP,,,76.35001900000,11.17035000000,2,14.85339260100
749,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12511000000,11.33243700000,3,17.07538986210
750,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12303900000,11.33763600000,5,28.04557418820
751,Malappuram,N,Y,N,SS,0,0,1304.74000000000,0,N,FMP,FMP,FMP,,,76.10648900000,11.34713900000,2,12.27349376680
752,Malappuram,Y,Y,N,DF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12296900000,11.33993600000,4,23.91354751590
753,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12835300000,11.33907500000,4,24.88046073910
754,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.13535000000,11.33282000000,4,24.81009674070
755,Malappuram,N,Y,N,RF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.13039000000,11.33822000000,5,27.58629608150
756,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12572000000,11.34050000000,5,26.03694915770
757,Malappuram,Y,Y,N,DF,0,0,779.96700000000,0,N,FMP,FMP,FMP,,,76.10291000000,11.34251000000,5,26.97437095640
758,Malappuram,N,Y,N,DF,0,0,17380.50000000000,0,N,FMP,FMP,FMP,5,,76.31046300000,11.28848200000,1,0.74354213476
760,Malappuram,Y,Y,N,DF,48,8,384.00000000000,0,N,FMP,FMP,FMP,,,76.09253300000,11.26179600000,6,31.62440681460
761,Malappuram,Y,Y,N,DF,180,12,2160.00000000000,1,N,FMP,FMP,FMP,,,76.11219500000,11.26349700000,5,25.18580818180
762,Malappuram,Y,Y,N,DF,0,0,2657.38000000000,0,N,FMP,FMP,FMP,,Quarry present nearby,76.11234000000,11.26886000000,4,21.94672584530
763,Malappuram,Y,Y,N,DF,410,8,3280.00000000000,0,N,FMP,FMP,FMP,,,76.11280400000,11.27771700000,5,27.58049011230
764,Malappuram,N,Y,N,SS,0,0,42778.50000000000,0,N,FMP,FMP,FMP,,,76.15302000000,11.23508000000,1,1.32992434502
765,Malappuram,Y,Y,N,DF,322,13,4186.00000000000,0,N,FMP,FMP,FMP,,,76.14069400000,11.24598500000,7,36.68643569950
766,Malappuram,N,Y,N,SS,0,0,42778.50000000000,0,N,FMP,FMP,FMP,,,76.15763000000,11.24378000000,3,16.96296882630
767,Malappuram,Y,N,N,DF,0,0,2001.25000000000,0,N,FMP,FMP,FMP,,,76.19761000000,11.36495300000,5,28.66453933720
768,Malappuram,Y,N,N,DF,0,0,2128.39000000000,0,N,FMP,FMP,FMP,,,76.20369600000,11.36062700000,3,17.84587097170
769,Malappuram,Y,N,N,DF,0,0,1940.50000000000,0,N,FMP,FMP,FMP,,,76.10035600000,11.35922600000,2,11.92925167080
770,Malappuram,Y,N,N,DF,0,0,2916.76000000000,0,N,FMP,FMP,FMP,,,76.19530000000,11.35845000000,6,33.18852615360
771,Malappuram,Y,N,N,DF,0,0,1987.37000000000,0,N,FMP,FMP,FMP,,,76.09858600000,11.35024300000,5,28.45940971370
772,Malappuram,Y,N,N,DF,0,0,2889.44000000000,0,N,FMP,FMP,FMP,,,76.36216200000,11.34991000000,1,4.78481721878
773,Malappuram,Y,N,N,DF,0,0,812.21500000000,0,N,FMP,FMP,FMP,,,76.20031900000,11.34407100000,4,21.04306793210
774,Malappuram,Y,N,N,DF,0,0,385.15000000000,0,N,FMP,FMP,FMP,,,76.11576500000,11.34320700000,3,16.91367530820
775,Malappuram,Y,N,N,DF,0,0,1874.84000000000,0,N,FMP,FMP,FMP,,,76.12446600000,11.34211900000,6,30.09323310850
777,Malappuram,Y,N,N,DF,0,0,779.96700000000,0,N,FMP,FMP,FMP,,,76.10325900000,11.34098700000,3,19.50567817690
778,Malappuram,Y,N,N,DF,0,0,637.33100000000,0,N,FMP,FMP,FMP,,,76.09419600000,11.30813300000,4,20.34560203550
779,Malappuram,Y,N,N,DF,0,0,14116.60000000000,0,N,FMP,FMP,FMP,,Quarry present nearby,76.09117100000,11.29313800000,3,18.43371772770
780,Malappuram,Y,N,N,SS,0,0,1115.20000000000,0,N,FMP,FMP,FMP,,,76.09242000000,11.29255800000,1,9.00179290771
781,Malappuram,Y,N,N,DF,0,0,4231.66000000000,0,N,FMP,FMP,FMP,,,76.10678900000,11.28763400000,5,28.54998016360
782,Malappuram,Y,N,N,DF,0,0,2669.91000000000,0,N,FMP,FMP,FMP,,,76.10990400000,11.28474800000,6,30.45693778990
783,Malappuram,Y,N,N,DF,0,0,1031.32000000000,0,N,FMP,FMP,FMP,,,76.10760300000,11.28310800000,3,15.15570354460
784,Malappuram,Y,N,N,DF,0,0,12632.00000000000,0,N,FMP,FMP,FMP,,,76.09559600000,11.28158200000,5,26.27285385130
785,Malappuram,Y,N,N,DF,0,0,2691.04000000000,0,N,FMP,FMP,FMP,,,76.09100000000,11.27557500000,7,35.77915573120
786,Malappuram,Y,N,N,DF,0,0,1112.02000000000,0,N,FMP,FMP,FMP,,,76.12603200000,11.26529700000,3,15.90358734130
787,Malappuram,Y,Y,N,DF,0,0,2730.31000000000,0,N,FMP,FMP,FMP,,,76.09188300000,11.26282900000,6,32.43260955810
788,Malappuram,Y,N,N,DF,0,0,9869.28000000000,0,N,FMP,FMP,FMP,,,76.13195900000,11.26025300000,6,30.43131065370
789,Malappuram,Y,N,N,DF,0,0,14762.20000000000,0,N,FMP,FMP,FMP,,,76.13165000000,11.26271000000,3,17.41284370420
790,Malappuram,Y,N,N,DF,0,0,3175.02000000000,0,N,FMP,FMP,FMP,,,76.13390200000,11.25806400000,5,29.59593582150
791,Malappuram,Y,N,N,DF,0,0,1126.05000000000,0,N,FMP,FMP,FMP,,,76.13454100000,11.25810400000,5,26.52553367610
792,Malappuram,Y,N,N,DF,0,0,2920.87000000000,0,N,FMP,FMP,FMP,,,76.13833900000,11.25960400000,5,26.30112266540
793,Malappuram,Y,N,N,SS,0,0,1076.65000000000,0,N,FMP,FMP,FMP,,,76.11405700000,11.26029200000,7,35.99538803100
794,Malappuram,Y,N,N,SS,0,0,1015.04000000000,0,N,FMP,FMP,FMP,,,76.10504900000,11.25832900000,4,24.59191131590
795,Malappuram,Y,N,N,DF,0,0,1625.19000000000,0,N,FMP,FMP,FMP,,,76.14904700000,11.25758000000,5,27.39365196230
796,Malappuram,Y,N,N,DF,0,0,1861.78000000000,0,N,FMP,FMP,FMP,,,76.14931500000,11.25488600000,5,29.26900482180
797,Malappuram,N,N,Y,DF,77,18,1386.00000000000,0,N,FMP,FMP,FMP,,,76.15055900000,11.25550400000,5,26.77894401550
798,Malappuram,Y,N,N,DF,0,0,2980.16000000000,0,N,FMP,FMP,FMP,,,76.12506300000,11.25600000000,5,25.18076515200
799,Malappuram,Y,N,N,SS,0,0,466.97700000000,0,N,FMP,FMP,FMP,,,76.07678400000,11.25314200000,3,16.48878097530
800,Malappuram,Y,N,N,DF,0,0,621.72500000000,0,N,FMP,FMP,FMP,,,76.14630800000,11.25204100000,5,25.38123893740
801,Malappuram,N,N,Y,DF,480,10,4800.00000000000,0,N,FMP,FMP,FMP,,,76.13894900000,11.24617100000,5,29.55348968510
802,Malappuram,N,N,Y,DF,194,9,1746.00000000000,0,N,FMP,FMP,FMP,,,76.14038600000,11.24445000000,6,34.65522384640
803,Malappuram,Y,N,N,SS,0,0,1667.99000000000,0,N,FMP,FMP,FMP,,,76.13918400000,11.23646500000,6,30.64608573910
804,Malappuram,Y,N,N,DF,0,0,823.97400000000,0,N,FMP,FMP,FMP,,,76.37925300000,11.20705600000,7,35.76063537600
805,Malappuram,N,N,Y,DF,817,8,6536.00000000000,0,N,FMP,FMP,FMP,,,76.37044500000,11.18627800000,5,25.17740440370
806,Malappuram,Y,N,N,DF,0,0,1320.14000000000,0,N,FMP,FMP,FMP,,,76.34733200000,11.18482900000,6,32.45855331420
807,Malappuram,Y,N,N,DF,0,0,2271.03000000000,0,N,FMP,FMP,FMP,,,76.34645800000,11.18463300000,7,38.24906158450
808,Malappuram,Y,N,N,DF,0,0,9963.89000000000,0,N,FMP,FMP,FMP,,,76.34951100000,11.18398100000,5,29.50447654720
809,Malappuram,Y,N,N,DF,0,0,1057.49000000000,0,N,FMP,FMP,FMP,,,76.34925400000,11.18239300000,3,18.88517761230
810,Malappuram,Y,N,N,DF,0,0,1311.98000000000,0,N,FMP,FMP,FMP,,,76.40290600000,11.14060500000,5,29.54318237300
811,Malappuram,N,N,Y,DF,82,10,820.00000000000,0,N,FMP,FMP,FMP,,,76.40432000000,11.14067900000,3,19.20983505250
812,Malappuram,Y,N,N,DF,0,0,912.16100000000,0,N,FMP,FMP,FMP,,,76.40500000000,11.13765300000,6,30.67499351500
813,Malappuram,Y,N,N,DF,0,0,2170.52000000000,0,N,FMP,FMP,FMP,,,76.39578500000,11.12821100000,4,20.56139373780
814,Malappuram,Y,N,N,DF,0,0,6912.90000000000,0,N,FMP,FMP,FMP,,,76.38380900000,11.12739800000,4,22.91533088680
815,Malappuram,Y,N,N,DF,0,0,1927.04000000000,0,N,FMP,FMP,FMP,,,76.38117000000,11.12967100000,5,25.63493919370
816,Malappuram,Y,N,N,DF,0,0,4280.85000000000,0,N,FMP,FMP,FMP,,,76.36852900000,11.12737100000,4,23.78939437870
817,Malappuram,Y,N,N,DF,0,0,1585.60000000000,0,N,FMP,FMP,FMP,,,76.36955100000,11.12644100000,6,30.44595909120
818,Malappuram,Y,N,N,DF,0,0,5840.20473400000,0,N,FMP,FMP,FMP,,,76.38715600000,11.12786100000,6,31.43240165710
819,Malappuram,Y,N,N,DF,0,0,31109.20000000000,0,N,FMP,FMP,FMP,,,76.38855800000,11.12289700000,6,34.40679931640
820,Malappuram,Y,N,N,DF,0,0,2096.07000000000,0,N,FMP,FMP,FMP,,,76.38874800000,11.12210500000,4,22.96367454530
821,Malappuram,Y,N,N,DF,0,0,66723.20000000000,0,N,FMP,FMP,FMP,,,76.38983700000,11.12168400000,6,30.08325767520
822,Malappuram,Y,N,N,DF,0,0,669.85500000000,0,N,FMP,FMP,FMP,,,76.39359200000,11.12218800000,6,33.44686508180
823,Malappuram,Y,N,N,DF,0,0,552.85000000000,0,N,FMP,FMP,FMP,,,76.39704400000,11.12063800000,8,42.58878707890
824,Malappuram,Y,N,N,DF,0,0,890.00000000000,0,N,FMP,FMP,FMP,,,76.39592200000,11.12142500000,6,33.96051406860
825,Malappuram,Y,N,N,DF,0,0,1204.40000000000,0,N,FMP,FMP,FMP,,,76.38982300000,11.12097300000,7,36.41509628300
826,Malappuram,N,N,Y,DF,375,14,5250.00000000000,0,N,FMP,FMP,FMP,,,76.39600100000,11.11866200000,7,37.05532455440
827,Malappuram,Y,N,N,DF,0,0,1268.48000000000,0,N,FMP,FMP,FMP,,,76.38707900000,11.12454600000,5,25.77977180480
828,Malappuram,Y,N,N,DF,0,0,31109.20000000000,0,N,FMP,FMP,FMP,,,76.38722900000,11.12413800000,5,29.38260650630
829,Malappuram,Y,N,N,DF,0,0,948.54400000000,0,N,FMP,FMP,FMP,,,76.40076900000,11.12393600000,8,40.09370040890
830,Malappuram,Y,N,N,DF,0,0,3925.87000000000,0,N,FMP,FMP,FMP,,,76.40066500000,11.12348700000,7,36.66893005370
831,Malappuram,Y,N,N,DF,0,0,3129.37000000000,0,N,FMP,FMP,FMP,,,76.38604900000,11.12475900000,1,5.30543708801
832,Malappuram,Y,N,N,DF,0,0,1558.33000000000,0,N,FMP,FMP,FMP,,,76.38437500000,11.12353600000,6,32.58230972290
833,Malappuram,Y,N,N,DF,0,0,1669.37000000000,0,N,FMP,FMP,FMP,,,76.38816500000,11.12209500000,2,10.07411193850
834,Malappuram,Y,N,N,DF,0,0,10993.10000000000,0,N,FMP,FMP,FMP,,,76.38741400000,11.12266200000,5,25.01858139040
835,Malappuram,Y,N,N,DF,0,0,3775.45000000000,0,N,FMP,FMP,FMP,,,76.38678700000,11.12357000000,3,19.42071342470
836,Malappuram,Y,N,N,DF,0,0,1063.08000000000,0,N,FMP,FMP,FMP,,,76.38736400000,11.11687500000,5,29.75446510310
837,Malappuram,Y,N,N,DF,0,0,18664.40000000000,0,N,FMP,FMP,FMP,,,76.38898700000,11.11933300000,6,33.39797210690
838,Malappuram,Y,N,N,DF,0,0,457.47700000000,0,N,FMP,FMP,FMP,,,76.38287700000,11.12342400000,3,18.86495971680
839,Malappuram,Y,N,N,DF,0,0,637.12600000000,0,N,FMP,FMP,FMP,,,76.38166000000,11.12098900000,4,20.66926383970
840,Malappuram,Y,N,N,DF,0,0,4555.50000000000,0,N,FMP,FMP,FMP,,,76.37967200000,11.11947300000,4,22.45747566220
841,Malappuram,Y,N,N,DF,0,0,2947.53000000000,0,N,FMP,FMP,FMP,,,76.38061200000,11.11979700000,4,24.43775367740
842,Malappuram,Y,N,N,DF,0,0,517.90900000000,0,N,FMP,FMP,FMP,,,76.38109600000,11.12071400000,5,25.00499153140
843,Malappuram,Y,N,N,DF,0,0,584.51600000000,0,N,FMP,FMP,FMP,,,76.38040100000,11.12067600000,5,26.53172302250
844,Malappuram,Y,N,N,DF,0,0,6948.70000000000,0,N,FMP,FMP,FMP,,,76.37158400000,11.12267500000,5,25.27295684810
845,Malappuram,Y,N,N,DF,0,0,1552.07000000000,0,N,FMP,FMP,FMP,,,76.37346000000,11.12197100000,5,25.07620811460
846,Malappuram,Y,N,N,DF,0,0,2732.67000000000,0,N,FMP,FMP,FMP,,,76.37161700000,11.12191200000,3,16.23153305050
847,Malappuram,Y,N,N,DF,0,0,17341.14960100000,0,N,FMP,FMP,FMP,,,76.37194900000,11.11416300000,8,41.09285736080
848,Malappuram,Y,N,N,DF,0,0,2194.01000000000,0,N,FMP,FMP,FMP,,,76.37626500000,11.11150900000,5,25.72784423830
849,Malappuram,Y,N,N,DF,0,0,4082.47000000000,0,N,FMP,FMP,FMP,,,76.37649600000,11.10949100000,5,27.36720657350
850,Malappuram,Y,N,N,DF,0,0,1169.35000000000,0,N,FMP,FMP,FMP,,,76.37571500000,11.10964300000,6,31.52411079410
851,Malappuram,Y,N,N,SS,0,0,719.69200000000,0,N,FMP,FMP,FMP,,,76.37443000000,11.11075900000,5,27.40245819090
852,Malappuram,Y,N,N,DF,0,0,695.27400000000,0,N,FMP,FMP,FMP,,,76.35741100000,11.10859400000,1,7.99761104584
853,Malappuram,Y,N,N,DF,0,0,3579.58000000000,0,N,FMP,FMP,FMP,,,76.37058000000,11.10448900000,4,23.36403083800
854,Malappuram,Y,N,N,DF,0,0,3200.15000000000,0,N,FMP,FMP,FMP,,,76.37036700000,11.10513600000,7,36.05787658690
855,Malappuram,Y,N,N,DF,0,0,1104.55000000000,0,N,FMP,FMP,FMP,,,76.36990100000,11.10581900000,8,40.30952453610
856,Malappuram,Y,N,N,DF,0,0,4796.80000000000,0,N,FMP,FMP,FMP,,,76.36963300000,11.10632000000,5,25.43262863160
857,Malappuram,Y,N,N,DF,0,0,439.12100000000,0,N,FMP,FMP,FMP,,,76.36907000000,11.10685500000,5,28.19027137760
858,Malappuram,Y,N,N,SS,0,0,467.93800000000,0,N,FMP,FMP,FMP,,,76.35782100000,11.10464200000,4,20.98834609990
859,Malappuram,Y,N,N,DF,0,0,9718.79000000000,0,N,FMP,FMP,FMP,,,76.35695300000,11.10124400000,7,37.36726379390
860,Malappuram,Y,N,N,DF,0,0,1583.35000000000,0,N,FMP,FMP,FMP,,,76.35677100000,11.09671700000,6,32.51032257080
861,Malappuram,Y,N,N,DF,0,0,872.07400000000,0,N,FMP,FMP,FMP,,,76.35412000000,11.09912400000,5,26.11966514590
862,Malappuram,Y,N,N,DF,0,0,3735.49000000000,0,N,FMP,FMP,FMP,,,76.35437600000,11.09495800000,8,43.62177276610
863,Malappuram,Y,N,N,DF,0,0,4515.16000000000,0,N,FMP,FMP,FMP,,,76.32350800000,11.09096000000,6,33.16784667970
864,Malappuram,Y,Y,N,DF,0,0,9578.78000000000,0,N,N,FNO,FNO,,,76.11589600000,11.27993300000,6,33.97430801390
865,Malappuram,Y,Y,N,DF,977,70,66723.20000000000,0,N,N,FNO,FNO,,,76.39166400000,11.11857500000,6,33.52803421020
866,Malappuram,Y,Y,N,DF,181,18,3258.00000000000,0,N,N,FNO,FNO,,,76.15127800000,11.28435300000,6,32.32841873170
867,Malappuram,Y,N,N,SS,0,0,1437.08000000000,0,N,N,FNO,FNO,,,76.24660500000,11.46652000000,7,38.79660797120
868,Malappuram,Y,N,N,SS,0,0,637.44600000000,0,N,N,FNO,FNO,,,76.31639100000,11.44334200000,7,39.74362945560
869,Malappuram,Y,N,N,DF,0,0,1923.54891300000,0,N,N,FNO,FNO,,,76.30850300000,11.43824700000,6,34.64010620120
870,Malappuram,Y,N,N,DF,0,0,5153.24000000000,0,N,N,FNO,FNO,,,76.30827300000,11.43807300000,3,19.31074905400
871,Malappuram,Y,N,N,SS,0,0,517.67900000000,0,N,N,FNO,FNO,,,76.21685800000,11.43721600000,3,17.42684364320
872,Malappuram,Y,N,N,DF,0,0,362.64300000000,0,N,N,FNO,FNO,,,76.40013400000,11.42393200000,9,46.01427078250
873,Malappuram,N,N,Y,DF,86,14,1204.00000000000,0,N,N,FNO,FNO,,,76.13805800000,11.38381400000,6,31.23348617550
874,Malappuram,Y,N,N,DF,0,0,4303.81000000000,0,N,N,FNO,FNO,,,76.18658500000,11.35574200000,3,16.84085655210
875,Malappuram,Y,N,N,DF,0,0,3761.32000000000,0,N,N,FNO,FNO,,,76.18940700000,11.35133000000,7,39.71615982060
876,Malappuram,Y,N,N,DF,0,0,2302.92000000000,0,N,N,FNO,FNO,,,76.17657400000,11.34191200000,4,24.35304260250
877,Malappuram,Y,N,N,DF,0,0,931.60900000000,0,N,N,FNO,FNO,,,76.10030800000,11.30278400000,6,31.85907173160
878,Malappuram,Y,N,N,DF,0,0,2324.65000000000,0,N,N,FNO,FNO,,,76.09882000000,11.30123900000,5,28.85506629940
879,Malappuram,Y,N,N,DF,0,0,3165.19000000000,0,N,N,FNO,FNO,,,76.09985000000,11.30205800000,5,29.63827323910
880,Malappuram,Y,N,N,DF,0,0,9528.52000000000,0,N,N,FNO,FNO,,,76.50535900000,11.28720400000,9,51.68496322630
881,Malappuram,Y,N,N,DF,0,0,2115.88000000000,0,N,N,FNO,FNO,,,76.11541500000,11.27972400000,7,35.70849227910
882,Malappuram,Y,N,N,DF,0,0,17380.50000000000,0,N,N,FNO,FNO,,,76.38495400000,11.27229900000,5,27.95643806460
883,Malappuram,Y,Y,N,DF,0,0,4027.85000000000,0,N,GMC,GMC,GMC,,,76.07901900000,11.27670800000,6,31.17287445070
884,Malappuram,Y,N,N,DF,0,0,3072.19000000000,0,N,N,FNO,GNA,,,76.35775700000,11.42364100000,4,22.28504562380
885,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,N,ROA,ROA,,,76.12720000000,11.32903100000,3,15.46720314030
886,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,N,ROA,ROA,5,,76.12259700000,11.33774400000,1,3.00851702690
887,Malappuram,N,Y,N,SS,0,0,463.58900000000,0,N,N,ROA,ROA,5,,76.21254000000,11.33724000000,1,5.86270046234
888,Malappuram,N,Y,N,DF,0,0,466.97700000000,0,N,N,ROA,ROA,,It falls in river,76.04485000000,11.24051000000,1,7.34313344955
889,Malappuram,Y,N,N,DF,0,0,2502.78000000000,0,N,N,ROA,ROA,,,76.35936200000,11.39093800000,5,25.42600631710
890,Malappuram,N,N,Y,DF,288,32,9216.00000000000,0,N,N,ROA,ROA,,,76.09966200000,11.30918700000,3,15.26147937770
891,Malappuram,Y,Y,N,DF,0,0,1076.04000000000,0,N,RUB,RUB,RUB,,,76.13397400000,11.25602100000,6,32.81755447390
892,Malappuram,N,Y,N,DF,0,0,1076.04000000000,0,N,RUB,RUB,RUB,,,76.13488400000,11.25606500000,6,30.61712646480
893,Malappuram,N,Y,N,DF,0,0,5697.21000000000,0,N,RUB,SPL,RUB,,,76.13866800000,11.25122200000,4,23.17655181880
894,Malappuram,Y,Y,N,DF,0,0,4110.09000000000,0,N,RUB,RUB,RUB,,,76.13913600000,11.25760300000,2,13.32751655580
895,Malappuram,N,Y,N,DF,0,0,3566.15000000000,0,N,RUB,RUB,RUB,,,76.36928900000,11.14465600000,6,32.70514297490
896,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,N,SNA,SNA,,,76.12709400000,11.32625000000,6,32.36104583740
897,Malappuram,Y,N,N,DF,0,0,5630.05565300000,0,N,SPL,SPL,SPL,,,76.10156900000,11.34012600000,6,33.04218292240
898,Malappuram,N,Y,N,SS,74,7,529.20000000000,0,N,SPL,GMC,SPL,2,,76.12957700000,11.32284600000,3,16.51573371890
899,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,SPL,SPL,SPL,,,76.12572800000,11.32280800000,3,17.77235031130
900,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,SPL,SPL,SPL,,,76.12425800000,11.33259400000,3,15.07245063780
901,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,SPL,SPL,SPL,2,,76.12929700000,11.32539400000,2,12.95115947720
902,Malappuram,N,Y,N,DF,0,0,1874.84000000000,0,N,SPL,SPL,SPL,,,76.13030600000,11.32382200000,2,14.93809700010
903,Malappuram,N,Y,N,SS,0,0,1874.84000000000,0,N,SPL,SPL,SPL,,,76.12825500000,11.31909600000,1,2.97166800499
904,Malappuram,N,Y,N,DF,0,0,931.60900000000,0,N,SPL,SPL,SPL,,,76.11574400000,11.31310600000,6,30.81878280640
905,Malappuram,N,Y,N,DF,0,0,2811.35000000000,0,N,SPL,SPL,SPL,,,76.08928100000,11.28272800000,8,41.05825424190
906,Malappuram,Y,Y,N,DF,180,11,1980.00000000000,1,N,SPL,SPL,SPL,,,76.10852800000,11.25787800000,5,28.38078689580
907,Malappuram,N,Y,N,DF,280,35,9800.00000000000,0,N,SPL,SPL,SPL,,,76.13761400000,11.26553300000,6,32.37191009520
908,Malappuram,Y,Y,N,DF,160,20,3200.00000000000,0,N,SPL,SPL,SPL,,,76.13831100000,11.26325800000,2,14.14333820340
909,Malappuram,Y,Y,N,SS,0,0,5697.21000000000,0,N,SPL,SPL,SPL,,,76.14043100000,11.25564700000,3,16.85545158390
910,Malappuram,Y,Y,N,DF,0,0,2916.76000000000,0,N,SPL,SPL,SPL,,,76.19525800000,11.35898600000,4,24.08179855350
911,Malappuram,N,Y,N,SS,0,0,2101.54000000000,0,N,SPL,SPL,SPL,,,76.15363100000,11.28082500000,2,13.21122169490
912,Malappuram,Y,N,N,DF,0,0,5772.49000000000,0,N,SPL,SPL,SPL,,,76.09279700000,11.29894300000,7,37.38162612920
913,Malappuram,Y,N,N,DF,0,0,2726.05000000000,0,N,SPL,SPL,SPL,,,76.13650800000,11.26520600000,4,23.57534790040
914,Malappuram,Y,N,N,DF,0,0,1031.39000000000,0,N,SPL,SPL,SPL,,,76.10174400000,11.25637400000,4,24.19656753540
915,Malappuram,Y,N,N,DF,0,0,1031.39000000000,0,N,SPL,SPL,SPL,,,76.10046700000,11.25643500000,5,28.38078689580
916,Malappuram,Y,N,N,DF,0,0,4043.35000000000,0,N,SPL,SPL,SPL,,,76.32448200000,11.20040700000,6,32.86293792720
917,Malappuram,Y,N,N,DF,0,0,1343.22000000000,0,N,SPL,SPL,SPL,,,76.37993900000,11.19614900000,8,41.08657455440
918,Malappuram,Y,N,N,DF,0,0,3124.41000000000,0,N,SPL,SPL,SPL,,,76.34412900000,11.19115100000,4,23.12885665890
919,Malappuram,Y,N,N,DF,0,0,1121.65000000000,0,N,SPL,SPL,SPL,,,76.34928700000,11.18521600000,2,14.03845691680
920,Malappuram,Y,N,N,DF,0,0,3566.15000000000,0,N,SPL,FMP,SPL,,,76.37322900000,11.14033000000,5,29.17966651920
921,Malappuram,N,N,Y,DF,99,14,1386.00000000000,0,N,SPL,FMP,SPL,,,76.37165800000,11.14064000000,3,18.30809021000
